sample_id,filename,filetype,biosample_accession,library_id,library_strategy,library_source,library_selection,library_layout,platform,instrument_model,design_description,data_type,shear_method,size_selection,seq_kit,basecaller,basecaller_version,basecaller_model,modbase_model,generator_facility,generator_contact,path,ntsm_score,n50,total_gbp,coverage,coverage_over_100kb,coverage_over_200kb,coverage_over_300kb,coverage_over_400kb,coverage_over_500kb,coverage_over_1mb,whales,accession,study,bioproject_accession,production,sequencing_chemistry
HG00146,11_14_23_R1041_HPRC_HG00146_2_dorado0.9.5_sup5.0.0_5mCG_5hmCG.bam,bam,SAMN41021634,11_14_23_R1041_HPRC_HG00146_2,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads,no shear,no SS,SQK-ULK114,dorado,0.9.5,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,5mCG_5hmCG@v3,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG00146/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/11_14_23_R1041_HPRC_HG00146_2_dorado0.9.5_sup5.0.0_5mCG_5hmCG.bam,0.476944,89731,44.57,13.51,6.03,1.69,0.42,0.1,0.03,0,5,,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year4,R1041
HG00146,11_14_23_R1041_HPRC_HG00146_3_dorado0.9.5_sup5.0.0_5mCG_5hmCG.bam,bam,SAMN41021634,11_14_23_R1041_HPRC_HG00146_3,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads,no shear,no SS,SQK-ULK114,dorado,0.9.5,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,5mCG_5hmCG@v3,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG00146/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/11_14_23_R1041_HPRC_HG00146_3_dorado0.9.5_sup5.0.0_5mCG_5hmCG.bam,0.500819,83349,39.77,12.05,4.96,1.35,0.34,0.1,0.04,0.01,16,,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year4,R1041
HG00146,01_23_24_R1041_HPRC_HG00146_1_dorado0.9.5_sup5.0.0.bam,bam,SAMN41021634,01_23_24_R1041_HPRC_HG00146_1,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads,no shear,no SS,SQK-ULK114,dorado,0.9.5,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG00146/raw_data/nanopore/sup5.0.0/01_23_24_R1041_HPRC_HG00146_1_dorado0.9.5_sup5.0.0.bam,0.415492,126688,51.5,15.61,9.72,3.69,1.09,0.4,0.26,0.09,235,,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year4,R1041
HG00146,01_23_24_R1041_HPRC_HG00146_2_dorado0.9.5_sup5.0.0.bam,bam,SAMN41021634,01_23_24_R1041_HPRC_HG00146_2,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads,no shear,no SS,SQK-ULK114,dorado,0.9.5,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG00146/raw_data/nanopore/sup5.0.0/01_23_24_R1041_HPRC_HG00146_2_dorado0.9.5_sup5.0.0.bam,0.446733,121080,38.81,11.76,7.03,2.61,0.74,0.24,0.13,0.03,85,,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year4,R1041
HG00150,04_30_24_R1041_UL_HPRC_HG00150_1_dorado0.9.1_sup5.0.0.bam,bam,#N/A,04_30_24_R1041_UL_HPRC_HG00150_1,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads with 5mCG_5hmCG mods,no shear,no SS,SQK-ULK114,dorado,0.9.1,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG00150/raw_data/nanopore/sup5.0.0/04_30_24_R1041_UL_HPRC_HG00150_1_dorado0.9.1_sup5.0.0.bam,0.477205,102168,68.75,20.83,10.62,3.8,1.09,0.28,0.11,0.02,49,,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year5,R1041
HG00150,04_30_24_R1041_UL_HPRC_HG00150_2_dorado0.9.1_sup5.0.0.bam,bam,#N/A,04_30_24_R1041_UL_HPRC_HG00150_2,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads with 5mCG_5hmCG mods,no shear,no SS,SQK-ULK114,dorado,0.9.1,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG00150/raw_data/nanopore/sup5.0.0/04_30_24_R1041_UL_HPRC_HG00150_2_dorado0.9.1_sup5.0.0.bam,0.434078,103873,57,17.27,8.94,3.29,0.96,0.28,0.13,0.03,83,,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year5,R1041
HG00150,04_30_24_R1041_UL_HPRC_HG00150_3_dorado0.9.1_sup5.0.0.bam,bam,#N/A,04_30_24_R1041_UL_HPRC_HG00150_3,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads with 5mCG_5hmCG mods,no shear,no SS,SQK-ULK114,dorado,0.9.1,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG00150/raw_data/nanopore/sup5.0.0/04_30_24_R1041_UL_HPRC_HG00150_3_dorado0.9.1_sup5.0.0.bam,0.305307,105183,71.47,21.66,11.32,4.26,1.36,0.45,0.23,0.06,164,,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year5,R1041
HG00232,01_23_24_R1041_HPRC_HG00232_1_dorado0.9.5_sup5.0.0_5mCG_5hmCG.bam,bam,SAMN41021635,01_23_24_R1041_HPRC_HG00232_1,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads,no shear,no SS,SQK-ULK114,dorado,0.9.5,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,5mCG_5hmCG@v3,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG00232/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/01_23_24_R1041_HPRC_HG00232_1_dorado0.9.5_sup5.0.0_5mCG_5hmCG.bam,0.371197,8970,46.5,14.09,1.22,0.25,0.04,0.01,0.01,0,5,,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year4,R1041
HG00232,01_23_24_R1041_HPRC_HG00232_2_dorado0.9.5_sup5.0.0_5mCG_5hmCG.bam,bam,SAMN41021635,01_23_24_R1041_HPRC_HG00232_2,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads,no shear,no SS,SQK-ULK114,dorado,0.9.5,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,5mCG_5hmCG@v3,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG00232/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/01_23_24_R1041_HPRC_HG00232_2_dorado0.9.5_sup5.0.0_5mCG_5hmCG.bam,0.426189,49556,66.21,20.06,4.12,0.66,0.1,0.02,0.01,0,7,,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year4,R1041
HG00232,01_23_24_R1041_HPRC_HG00232_3_dorado0.9.5_sup5.0.0_5mCG_5hmCG.bam,bam,SAMN41021635,01_23_24_R1041_HPRC_HG00232_3,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads,no shear,no SS,SQK-ULK114,dorado,0.9.5,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,5mCG_5hmCG@v3,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG00232/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/01_23_24_R1041_HPRC_HG00232_3_dorado0.9.5_sup5.0.0_5mCG_5hmCG.bam,0.49908,84225,14.53,4.4,1.81,0.43,0.08,0.02,0.01,0,12,,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year4,R1041
HG00232,01_23_24_R1041_HPRC_HG00232_4_dorado0.9.5_sup5.0.0_5mCG_5hmCG.bam,bam,SAMN41021635,01_23_24_R1041_HPRC_HG00232_4,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads,no shear,no SS,SQK-ULK114,dorado,0.9.5,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,5mCG_5hmCG@v3,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG00232/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/01_23_24_R1041_HPRC_HG00232_4_dorado0.9.5_sup5.0.0_5mCG_5hmCG.bam,0.505325,94598,13.83,4.19,1.97,0.52,0.12,0.04,0.02,0.01,17,,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year4,R1041
HG00232,11_14_23_R1041_HPRC_HG00232_1_dorado0.9.5_sup5.0.0_5mCG_5hmCG.bam,bam,SAMN41021635,11_14_23_R1041_HPRC_HG00232_1,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads,no shear,no SS,SQK-ULK114,dorado,0.9.5,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,5mCG_5hmCG@v3,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG00232/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/11_14_23_R1041_HPRC_HG00232_1_dorado0.9.5_sup5.0.0_5mCG_5hmCG.bam,0.409732,65360,54.23,16.43,5.08,1.13,0.26,0.08,0.03,0,8,,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year4,R1041
HG00232,11_14_23_R1041_HPRC_HG00232_2_dorado0.9.5_sup5.0.0_5mCG_5hmCG.bam,bam,SAMN41021635,11_14_23_R1041_HPRC_HG00232_2,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads,no shear,no SS,SQK-ULK114,dorado,0.9.5,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,5mCG_5hmCG@v3,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG00232/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/11_14_23_R1041_HPRC_HG00232_2_dorado0.9.5_sup5.0.0_5mCG_5hmCG.bam,0.40298,66003,64.27,19.48,5.99,1.29,0.31,0.1,0.05,0.01,33,,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year4,R1041
HG00232,11_14_23_R1041_HPRC_HG00232_3_dorado0.9.5_sup5.0.0_5mCG_5hmCG.bam,bam,SAMN41021635,11_14_23_R1041_HPRC_HG00232_3,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads,no shear,no SS,SQK-ULK114,dorado,0.9.5,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,5mCG_5hmCG@v3,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG00232/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/11_14_23_R1041_HPRC_HG00232_3_dorado0.9.5_sup5.0.0_5mCG_5hmCG.bam,0.660278,68632,5.35,1.62,0.53,0.12,0.03,0.01,0,0,2,,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year4,R1041
HG00232,11_14_23_R1041_HPRC_HG00232_4_dorado0.9.5_sup5.0.0_5mCG_5hmCG.bam,bam,SAMN41021635,11_14_23_R1041_HPRC_HG00232_4,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads,no shear,no SS,SQK-ULK114,dorado,0.9.5,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,5mCG_5hmCG@v3,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG00232/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/11_14_23_R1041_HPRC_HG00232_4_dorado0.9.5_sup5.0.0_5mCG_5hmCG.bam,0.404689,64035,41.48,12.57,3.85,0.94,0.26,0.1,0.05,0.01,29,,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year4,R1041
HG00234,10_14_24_R1041_UL_HPRC_HG00234_1_dorado0.9.1_sup5.0.0.bam,bam,#N/A,10_14_24_R1041_UL_HPRC_HG00234_1,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads with 5mCG_5hmCG mods,no shear,no SS,SQK-ULK114,dorado,0.9.1,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG00234/raw_data/nanopore/sup5.0.0/10_14_24_R1041_UL_HPRC_HG00234_1_dorado0.9.1_sup5.0.0.bam,0.507196,102941,97.93,29.68,15.2,6.11,2.35,0.93,0.39,0.02,43,,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year5,R1041
HG00234,10_14_24_R1041_UL_HPRC_HG00234_2_dorado0.9.1_sup5.0.0.bam,bam,#N/A,10_14_24_R1041_UL_HPRC_HG00234_2,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads with 5mCG_5hmCG mods,no shear,no SS,SQK-ULK114,dorado,0.9.1,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG00234/raw_data/nanopore/sup5.0.0/10_14_24_R1041_UL_HPRC_HG00234_2_dorado0.9.1_sup5.0.0.bam,0.505257,102965,90.83,27.53,14.1,5.89,2.38,0.98,0.42,0.02,45,,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year5,R1041
HG00235,01_16_24_R1041_HPRC_HG00235_1_dorado0.9.5_sup5.0.0_5mCG_5hmCG.bam,bam,SAMN41021667,01_16_24_R1041_HPRC_HG00235_1,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads,no shear,no SS,SQK-ULK114,dorado,0.9.5,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,5mCG_5hmCG@v3,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG00235/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/01_16_24_R1041_HPRC_HG00235_1_dorado0.9.5_sup5.0.0_5mCG_5hmCG.bam,0.456065,83082,78.54,23.8,9.75,2.57,0.63,0.2,0.11,0.03,79,,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year4,R1041
HG00235,01_16_24_R1041_HPRC_HG00235_2_dorado0.9.5_sup5.0.0_5mCG_5hmCG.bam,bam,SAMN41021667,01_16_24_R1041_HPRC_HG00235_2,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads,no shear,no SS,SQK-ULK114,dorado,0.9.5,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,5mCG_5hmCG@v3,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG00235/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/01_16_24_R1041_HPRC_HG00235_2_dorado0.9.5_sup5.0.0_5mCG_5hmCG.bam,0.4415,82574,80.02,24.25,9.87,2.71,0.71,0.25,0.14,0.04,105,,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year4,R1041
HG00235,01_16_24_R1041_HPRC_HG00235_3_dorado0.9.5_sup5.0.0_5mCG_5hmCG.bam,bam,SAMN41021667,01_16_24_R1041_HPRC_HG00235_3,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads,no shear,no SS,SQK-ULK114,dorado,0.9.5,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,5mCG_5hmCG@v3,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG00235/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/01_16_24_R1041_HPRC_HG00235_3_dorado0.9.5_sup5.0.0_5mCG_5hmCG.bam,0.442007,86323,46.52,14.1,6.08,1.82,0.48,0.15,0.08,0.02,56,,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year4,R1041
HG00235,01_16_24_R1041_HPRC_HG00235_4_dorado0.9.5_sup5.0.0_5mCG_5hmCG.bam,bam,SAMN41021667,01_16_24_R1041_HPRC_HG00235_4,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads,no shear,no SS,SQK-ULK114,dorado,0.9.5,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,5mCG_5hmCG@v3,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG00235/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/01_16_24_R1041_HPRC_HG00235_4_dorado0.9.5_sup5.0.0_5mCG_5hmCG.bam,0.455027,72879,52.5,15.91,5.34,0.96,0.19,0.08,0.06,0.02,45,,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year4,R1041
HG00235,10_10_23_R1041_HPRC_HG00235_1_dorado0.9.5_sup5.0.0_5mCG_5hmCG.bam,bam,SAMN41021667,10_10_23_R1041_HPRC_HG00235_1,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads,no shear,no SS,SQK-ULK114,dorado,0.9.5,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,5mCG_5hmCG@v3,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG00235/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/10_10_23_R1041_HPRC_HG00235_1_dorado0.9.5_sup5.0.0_5mCG_5hmCG.bam,0.514172,93660,17.57,5.32,2.48,0.75,0.2,0.05,0.01,0,6,,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year4,R1041
HG00235,10_10_23_R1041_HPRC_HG00235_2_dorado0.9.5_sup5.0.0_5mCG_5hmCG.bam,bam,SAMN41021667,10_10_23_R1041_HPRC_HG00235_2,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads,no shear,no SS,SQK-ULK114,dorado,0.9.5,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,5mCG_5hmCG@v3,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG00235/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/10_10_23_R1041_HPRC_HG00235_2_dorado0.9.5_sup5.0.0_5mCG_5hmCG.bam,0.570784,93722,14.44,4.37,2.04,0.61,0.16,0.04,0.01,0,2,,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year4,R1041
HG00235,10_10_23_R1041_HPRC_HG00235_3_dorado0.9.5_sup5.0.0_5mCG_5hmCG.bam,bam,SAMN41021667,10_10_23_R1041_HPRC_HG00235_3,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads,no shear,no SS,SQK-ULK114,dorado,0.9.5,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,5mCG_5hmCG@v3,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG00235/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/10_10_23_R1041_HPRC_HG00235_3_dorado0.9.5_sup5.0.0_5mCG_5hmCG.bam,0.520739,92879,15.81,4.79,2.22,0.66,0.17,0.04,0.01,0,4,,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year4,R1041
HG00236,10_21_24_R1041_UL_HPRC_HG00236_1_dorado0.9.1_sup5.0.0.bam,bam,#N/A,10_21_24_R1041_UL_HPRC_HG00236_1,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads with 5mCG_5hmCG mods,no shear,no SS,SQK-ULK114,dorado,0.9.1,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG00236/raw_data/nanopore/sup5.0.0/10_21_24_R1041_UL_HPRC_HG00236_1_dorado0.9.1_sup5.0.0.bam,0.454846,86494,70.54,21.37,9.36,3.26,1.19,0.52,0.26,0.02,56,,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year5,R1041
HG00236,10_21_24_R1041_UL_HPRC_HG00236_2_dorado0.9.1_sup5.0.0.bam,bam,#N/A,10_21_24_R1041_UL_HPRC_HG00236_2,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads with 5mCG_5hmCG mods,no shear,no SS,SQK-ULK114,dorado,0.9.1,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG00236/raw_data/nanopore/sup5.0.0/10_21_24_R1041_UL_HPRC_HG00236_2_dorado0.9.1_sup5.0.0.bam,0.484755,94540,71.78,21.75,10.33,3.7,1.35,0.57,0.26,0.02,52,,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year5,R1041
HG00236,10_21_24_R1041_UL_HPRC_HG00236_3_dorado0.9.1_sup5.0.0.bam,bam,#N/A,10_21_24_R1041_UL_HPRC_HG00236_3,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads with 5mCG_5hmCG mods,no shear,no SS,SQK-ULK114,dorado,0.9.1,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG00236/raw_data/nanopore/sup5.0.0/10_21_24_R1041_UL_HPRC_HG00236_3_dorado0.9.1_sup5.0.0.bam,0.519515,89638,51.23,15.52,7.03,2.53,0.93,0.4,0.19,0.01,34,,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year5,R1041
HG00243,10_31_23_R1041_HPRC_HG00243_1_dorado0.9.5_sup5.0.0_5mCG_5hmCG.bam,bam,SAMN41021644,10_31_23_R1041_HPRC_HG00243_1,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads,no shear,no SS,SQK-ULK114,dorado,0.9.5,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,5mCG_5hmCG@v3,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG00243/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/10_31_23_R1041_HPRC_HG00243_1_dorado0.9.5_sup5.0.0_5mCG_5hmCG.bam,0.39985,78857,92.81,28.12,10.96,2.79,0.65,0.2,0.11,0.02,54,,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year4,R1041
HG00243,10_31_23_R1041_HPRC_HG00243_2_dorado0.9.5_sup5.0.0_5mCG_5hmCG.bam,bam,SAMN41021644,10_31_23_R1041_HPRC_HG00243_2,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads,no shear,no SS,SQK-ULK114,dorado,0.9.5,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,5mCG_5hmCG@v3,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG00243/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/10_31_23_R1041_HPRC_HG00243_2_dorado0.9.5_sup5.0.0_5mCG_5hmCG.bam,0.419287,87416,85,25.76,11.18,2.94,0.65,0.18,0.09,0.03,70,,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year4,R1041
HG00243,10_31_23_R1041_HPRC_HG00243_3_dorado0.9.5_sup5.0.0_5mCG_5hmCG.bam,bam,SAMN41021644,10_31_23_R1041_HPRC_HG00243_3,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads,no shear,no SS,SQK-ULK114,dorado,0.9.5,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,5mCG_5hmCG@v3,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG00243/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/10_31_23_R1041_HPRC_HG00243_3_dorado0.9.5_sup5.0.0_5mCG_5hmCG.bam,0.419455,80207,69.54,21.07,8.34,2.08,0.46,0.14,0.07,0.01,39,,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year4,R1041
HG00245,10_21_24_R1041_UL_HPRC_HG00245_1_dorado0.9.1_sup5.0.0.bam,bam,#N/A,10_21_24_R1041_UL_HPRC_HG00245_1,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads with 5mCG_5hmCG mods,no shear,no SS,SQK-ULK114,dorado,0.9.1,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG00245/raw_data/nanopore/sup5.0.0/10_21_24_R1041_UL_HPRC_HG00245_1_dorado0.9.1_sup5.0.0.bam,0.521142,126469,102.06,30.93,18.98,7.79,2.7,0.93,0.33,0.02,56,,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year5,R1041
HG00245,10_21_24_R1041_UL_HPRC_HG00245_2_dorado0.9.1_sup5.0.0.bam,bam,#N/A,10_21_24_R1041_UL_HPRC_HG00245_2,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads with 5mCG_5hmCG mods,no shear,no SS,SQK-ULK114,dorado,0.9.1,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG00245/raw_data/nanopore/sup5.0.0/10_21_24_R1041_UL_HPRC_HG00245_2_dorado0.9.1_sup5.0.0.bam,0.523652,116161,70.74,21.44,12.25,4.66,1.54,0.51,0.19,0.02,43,,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year5,R1041
